Open Date,Close Date,Symbol,Action,Lots,SL,TP,Open Price,Close Price,Pips,Profit,Duration (DD:HH:MM:SS),Change %
12/10/2021 17:35,12/10/2021 23:46,USTEC,Sell,0.4,0,0,16224.3,16320.24,-959.40,-38.38,0,0
12/10/2021 17:35,12/10/2021 23:46,USTEC,Sell,0.4,0,0,16215.7,16320.24,"-1,045.40",-41.82,0,0
12/10/2021 17:35,12/10/2021 23:45,USTEC,Sell,0.4,0,0,16209.36,16320.49,"-1,111.30",-44.45,0,0
12/10/2021 17:36,12/10/2021 23:45,USTEC,Sell,0.4,0,0,16203.15,16320.24,"-1,170.90",-46.84,0,0
12/10/2021 17:32,12/10/2021 23:45,USTEC,Sell,1.0,0,0,16270.19,16320.24,-500.50,-50.05,0,0
12/10/2021 17:46,12/10/2021 23:45,USTEC,Sell,0.4,0,0,16195.26,16320.24,"-1,249.80",-49.99,0,0
12/10/2021 17:46,12/10/2021 23:44,USTEC,Sell,0.4,0,0,16189.16,16320.86,"-1,317.00",-52.68,0,0
12/10/2021 17:46,12/10/2021 23:44,USTEC,Sell,0.4,0,0,16183.34,16320.86,"-1,375.20",-55.01,0,0
12/10/2021 17:49,12/10/2021 23:44,USTEC,Sell,0.4,0,0,16177.25,16320.99,"-1,437.40",-57.50,0,0
12/10/2021 17:49,12/10/2021 23:44,USTEC,Sell,0.4,0,0,16171.15,16321.36,"-1,502.10",-60.08,0,0
12/10/2021 18:05,12/10/2021 23:44,USTEC,Sell,0.4,0,0,16165.11,16321.61,"-1,565.00",-62.60,0,0
12/10/2021 18:05,12/10/2021 23:44,USTEC,Sell,0.4,0,0,16157.36,16321.49,"-1,641.30",-65.65,0,0
12/10/2021 18:05,12/10/2021 23:44,USTEC,Sell,0.4,0,0,16147.88,16321.49,"-1,736.10",-69.44,0,0
12/10/2021 18:09,12/10/2021 23:43,USTEC,Sell,0.4,0,0,16141.7,16321.24,"-1,795.40",-71.82,0,0
12/10/2021 03:08,12/10/2021 22:32,US30,Sell,1.0,0,0,35726.62,35928.99,"-2,023.70",-202.37,0,0
12/10/2021 16:47,12/10/2021 22:32,US30,Sell,0.5,0,0,35907.38,35928.99,-216.10,-10.81,0,0
12/10/2021 16:47,12/10/2021 22:32,US30,Sell,0.5,0,0,35913.33,35928.99,-156.60,-7.83,0,0
12/10/2021 16:48,12/10/2021 22:32,US30,Sell,0.5,0,0,35906.11,35928.99,-228.80,-11.44,0,0
12/10/2021 19:11,12/10/2021 22:32,US30,Sell,1.0,0,0,35820.23,35928.99,"-1,087.60",-108.76,0,0
12/10/2021 19:18,12/10/2021 22:32,US30,Sell,0.5,0,0,35804.69,35928.99,"-1,243.00",-62.15,0,0
12/10/2021 19:08,12/10/2021 20:11,US30,Sell,0.3,0,0,35839.01,35880.6,-415.90,-12.48,0,0
12/10/2021 19:09,12/10/2021 20:11,US30,Sell,0.3,0,0,35820.17,35880.6,-604.30,-18.13,0,0
12/10/2021 19:17,12/10/2021 20:11,US30,Sell,0.3,0,0,35801.14,35880.61,-794.70,-23.84,0,0
12/10/2021 19:38,12/10/2021 20:11,US30,Sell,0.3,0,0,35781.67,35880.61,-989.40,-29.68,0,0
12/10/2021 17:01,12/10/2021 19:08,US30,Sell,0.3,0,0,35907.39,35840.01,673.80,20.21,0,0
12/10/2021 17:01,12/10/2021 19:08,US30,Sell,0.3,0,0,35887.39,35839.01,483.80,14.51,0,0
12/10/2021 17:01,12/10/2021 19:08,US30,Sell,0.3,0,0,35868.46,35839.51,289.50,8.69,0,0
12/10/2021 17:07,12/10/2021 19:08,US30,Sell,0.3,0,0,35850.25,35840.01,102.40,3.07,0,0
12/10/2021 17:10,12/10/2021 19:08,US30,Sell,0.3,0,0,35837.03,35841.0,-39.70,-1.19,0,0
12/10/2021 17:11,12/10/2021 19:08,US30,Sell,0.3,0,0,35826.85,35841.0,-141.50,-4.25,0,0
12/10/2021 17:35,12/10/2021 19:08,US30,Sell,0.3,0,0,35812.92,35841.5,-285.80,-8.57,0,0
12/10/2021 17:36,12/10/2021 19:08,US30,Sell,0.3,0,0,35799.73,35842.5,-427.70,-12.83,0,0
12/10/2021 17:43,12/10/2021 19:08,US30,Sell,0.3,0,0,35788.71,35843.5,-547.90,-16.44,0,0
12/10/2021 18:05,12/10/2021 19:08,US30,Sell,0.3,0,0,35776.35,35841.52,-651.70,-19.55,0,0
12/10/2021 18:06,12/10/2021 19:08,US30,Sell,0.3,0,0,35766.08,35843.52,-774.40,-23.23,0,0
12/10/2021 18:08,12/10/2021 19:08,US30,Sell,0.3,0,0,35752.31,35842.02,-897.10,-26.91,0,0
12/10/2021 18:08,12/10/2021 19:08,US30,Sell,0.3,0,0,35742.88,35844.02,"-1,011.40",-30.34,0,0
12/10/2021 18:08,12/10/2021 19:08,US30,Sell,0.3,0,0,35732.44,35842.02,"-1,095.80",-32.87,0,0
12/10/2021 18:09,12/10/2021 19:08,US30,Sell,0.3,0,0,35722.39,35840.55,"-1,181.60",-35.45,0,0
12/10/2021 18:09,12/10/2021 19:08,US30,Sell,0.3,0,0,35711.96,35840.55,"-1,285.90",-38.58,0,0
12/09/2021 17:05,12/10/2021 17:31,USTEC,Buy,0.5,0,0,16357.9,16271.68,-862.20,-43.11,0,0
12/09/2021 17:05,12/10/2021 17:31,USTEC,Buy,0.5,0,0,16357.9,16272.05,-858.50,-42.93,0,0
12/10/2021 17:14,12/10/2021 17:17,USTEC,Sell,0.4,0,0,16256.6,16287.3,-307.00,-12.28,0,0
12/10/2021 17:01,12/10/2021 17:14,USTEC,Sell,0.4,0,0,16239.64,16258.7,-190.60,-7.62,0,0
12/10/2021 17:04,12/10/2021 17:14,USTEC,Sell,0.4,0,0,16226.64,16258.7,-320.60,-12.82,0,0
12/10/2021 17:01,12/10/2021 17:01,USTEC,Sell,0.4,0,0,16244.14,16242.24,19.00,0.76,0,0
12/10/2021 16:45,12/10/2021 17:01,USTEC,Sell,0.4,0,0,16227.35,16246.61,-192.60,-7.70,0,0
12/10/2021 16:47,12/10/2021 17:01,USTEC,Sell,0.4,0,0,16214.81,16249.99,-351.80,-14.07,0,0
12/10/2021 16:58,12/10/2021 17:01,USTEC,Sell,0.4,0,0,16202.21,16250.24,-480.30,-19.21,0,0
12/10/2021 16:36,12/10/2021 17:01,US30,Sell,0.3,0,0,35913.32,35904.4,89.20,2.68,0,0
12/10/2021 16:49,12/10/2021 17:01,US30,Sell,0.3,0,0,35895.25,35904.9,-96.50,-2.90,0,0
12/10/2021 16:56,12/10/2021 17:01,US30,Sell,0.3,0,0,35877.06,35904.9,-278.40,-8.35,0,0
12/10/2021 16:56,12/10/2021 17:01,US30,Sell,0.3,0,0,35858.29,35905.9,-476.10,-14.28,0,0
12/10/2021 16:45,12/10/2021 16:48,USTEC,Buy,0.4,0,0,16230.2,16213.32,-168.80,-6.75,0,0
12/10/2021 16:45,12/10/2021 16:47,US30,Buy,0.3,0,0,35913.56,35904.19,-93.70,-2.81,0,0
12/10/2021 16:36,12/10/2021 16:45,US30,Buy,0.3,0,0,35915.32,35907.06,-82.60,-2.48,0,0
12/10/2021 16:36,12/10/2021 16:45,US30,Buy,0.3,0,0,35934.32,35906.52,-278.00,-8.34,0,0
12/10/2021 16:40,12/10/2021 16:45,US30,Buy,0.3,0,0,35951.53,35905.52,-460.10,-13.80,0,0
12/10/2021 16:28,12/10/2021 16:45,USTEC,Buy,0.4,0,0,16269.26,16228.85,-404.10,-16.16,0,0
12/10/2021 16:30,12/10/2021 16:45,USTEC,Buy,0.4,0,0,16281.88,16230.35,-515.30,-20.61,0,0
12/10/2021 16:34,12/10/2021 16:45,USTEC,Buy,0.4,0,0,16308.13,16230.97,-771.60,-30.86,0,0
12/10/2021 16:35,12/10/2021 16:45,USTEC,Buy,0.4,0,0,16320.26,16230.1,-901.60,-36.06,0,0
12/10/2021 16:34,12/10/2021 16:37,USTEC,Sell,0.4,0,0,16295.78,16286.71,90.70,3.63,0,0
12/10/2021 16:35,12/10/2021 16:37,USTEC,Sell,0.4,0,0,16283.53,16286.84,-33.10,-1.32,0,0
12/10/2021 16:35,12/10/2021 16:37,USTEC,Sell,0.4,0,0,16271.54,16286.97,-154.30,-6.17,0,0
12/10/2021 15:35,12/10/2021 16:36,US30,Sell,0.3,0,0,35939.44,35916.32,231.20,6.94,0,0
12/10/2021 16:10,12/10/2021 16:36,US30,Sell,0.3,0,0,35921.42,35920.32,11.00,0.33,0,0
12/10/2021 16:27,12/10/2021 16:36,US30,Sell,0.3,0,0,35902.92,35921.32,-184.00,-5.52,0,0
12/10/2021 16:31,12/10/2021 16:36,US30,Sell,0.3,0,0,35883.82,35922.32,-385.00,-11.55,0,0
12/10/2021 16:31,12/10/2021 16:36,US30,Sell,0.3,0,0,35872.82,35919.82,-470.00,-14.10,0,0
12/10/2021 16:31,12/10/2021 16:36,US30,Sell,0.3,0,0,35862.32,35918.32,-560.00,-16.80,0,0
12/10/2021 16:28,12/10/2021 16:34,USTEC,Sell,0.4,0,0,16266.41,16295.76,-293.50,-11.74,0,0
12/10/2021 16:25,12/10/2021 16:31,US30,Buy,0.3,0,0,35929.72,35879.82,-499.00,-14.97,0,0
12/10/2021 15:44,12/10/2021 16:28,USTEC,Buy,0.4,0,0,16296.76,16266.66,-301.00,-12.04,0,0
12/10/2021 15:44,12/10/2021 16:10,US30,Buy,0.3,0,0,35966.74,35921.92,-448.20,-13.45,0,0
12/10/2021 15:44,12/10/2021 16:06,USTEC,Sell,0.4,0,0,16294.16,16286.26,79.00,3.16,0,0
12/10/2021 15:45,12/10/2021 16:06,USTEC,Sell,0.4,0,0,16282.04,16286.26,-42.20,-1.69,0,0
12/10/2021 15:57,12/10/2021 16:06,USTEC,Sell,0.4,0,0,16270.04,16286.13,-160.90,-6.44,0,0
12/07/2021 16:26,12/10/2021 15:43,US30,Sell,0.5,0,0,35539.29,35976.74,"-4,374.50",-218.73,0,0
12/09/2021 17:34,12/10/2021 15:35,US30,Sell,1.0,0,0,35654.33,35950.74,"-2,964.10",-296.41,0,0
12/10/2021 15:30,12/10/2021 15:35,US30,Sell,0.3,0,0,35899.94,35945.24,-453.00,-13.59,0,0
12/10/2021 10:40,12/10/2021 15:34,XAUUSD,Sell,0.2,0,0,1771.95,1782.23,-102.80,-205.60,0,0
12/10/2021 15:33,12/10/2021 15:34,XAUUSD,Sell,0.06,0,0,1781.37,1781.96,-5.90,-3.54,0,0
12/10/2021 15:32,12/10/2021 15:33,XAUUSD,Sell,0.3,0,0,1776.71,1780.93,-42.20,-126.60,0,0
12/10/2021 15:33,12/10/2021 15:33,XAUUSD,Sell,0.06,0,0,1778.49,1781.69,-32.00,-19.20,0,0
